sourceOccurrenceId	sourceTaxonId	sourceTaxonName	sourceBodyPartId	sourceBodyPartName	sourceLifeStageId	sourceLifeStageName	sourcePhysiologicalStateId	sourcePhysiologicalStateName	interactionTypeId	interactionTypeName	targetOccurrenceId	targetTaxonId	targetTaxonName	targetBodyPartId	targetBodyPartName	targetLifeStageId	targetLifeStageName	targetPhysiologicalStateId	targetPhysiologicalStateName	habitatId	habitatName	localityId	localityName	decimalLatitude	decimalLongitude	depth	altitude	observationDateTime	referenceDoi	referenceUrl	referenceCitation	argumentTypeId
		Cantharis livida							http://purl.obolibrary.org/obo/RO_0002470	eats			Populus tremula				https://www.inaturalist.org/observations/48677498	refute												https://www.inaturalist.org/observations/48677498		https://en.wiktionary.org/wiki/refute
		Agapanthia cardui							http://purl.obolibrary.org/obo/RO_0002470	eats			Leucanthemum vulgare				https://www.inaturalist.org/observations/48701573	refute												https://www.inaturalist.org/observations/48701573		https://en.wiktionary.org/wiki/refute
		Stenurella melanura							http://purl.obolibrary.org/obo/RO_0002470	eats			Leucanthemum vulgare				https://www.inaturalist.org/observations/48701575	refute												https://www.inaturalist.org/observations/48701575		https://en.wiktionary.org/wiki/refute
		Philanthus triangulum							http://purl.obolibrary.org/obo/RO_0002470	eats			Leucanthemum vulgare				https://www.inaturalist.org/observations/48701583	refute												https://www.inaturalist.org/observations/48701583		https://en.wiktionary.org/wiki/refute
		Agapanthia cardui							http://purl.obolibrary.org/obo/RO_0002470	eats			Leucanthemum vulgare				https://www.inaturalist.org/observations/48704574	refute												https://www.inaturalist.org/observations/48704574		https://en.wiktionary.org/wiki/refute
		Leiopus femoratus							http://purl.obolibrary.org/obo/RO_0002470	eats			Populus tremula				https://www.inaturalist.org/observations/48710221	refute												https://www.inaturalist.org/observations/48710221		https://en.wiktionary.org/wiki/refute
		Saperda populnea							http://purl.obolibrary.org/obo/RO_0002470	eats			Populus tremula				https://www.inaturalist.org/observations/48956327	refute												https://www.inaturalist.org/observations/48956327		https://en.wiktionary.org/wiki/refute
		Calvia quatuordecimguttata							http://purl.obolibrary.org/obo/RO_0002470	eats			Populus tremula				https://www.inaturalist.org/observations/48956328	refute												https://www.inaturalist.org/observations/48956328		https://en.wiktionary.org/wiki/refute
		Propylaea quatuordecimpunctata							http://purl.obolibrary.org/obo/RO_0002470	eats			Populus tremula				https://www.inaturalist.org/observations/48956348	refute												https://www.inaturalist.org/observations/48956348		https://en.wiktionary.org/wiki/refute
		Harmonia axyridis							http://purl.obolibrary.org/obo/RO_0002470	eats			Populus tremula				https://www.inaturalist.org/observations/48956355	refute												https://www.inaturalist.org/observations/48956355		https://en.wiktionary.org/wiki/refute
		Paracorymbia fulva							http://purl.obolibrary.org/obo/RO_0002470	eats			Securigera varia				https://www.inaturalist.org/observations/49614268	refute												https://www.inaturalist.org/observations/49614268		https://en.wiktionary.org/wiki/refute
		Rutpela maculata							http://purl.obolibrary.org/obo/RO_0002470	eats			Securigera varia				https://www.inaturalist.org/observations/49614269	refute												https://www.inaturalist.org/observations/49614269		https://en.wiktionary.org/wiki/refute
		Hedychrum rutilans							http://purl.obolibrary.org/obo/RO_0002470	eats			Rubus				https://www.inaturalist.org/observations/49628025	refute												https://www.inaturalist.org/observations/49628025		https://en.wiktionary.org/wiki/refute
		Hedychrum rutilans							http://purl.obolibrary.org/obo/RO_0002470	eats			Rubus				https://www.inaturalist.org/observations/49628026	refute												https://www.inaturalist.org/observations/49628026		https://en.wiktionary.org/wiki/refute
		Psyllobora vigintiduopunctata							http://purl.obolibrary.org/obo/RO_0002454	hasHost			Trifolium				https://www.inaturalist.org/observations/50084113	refute												https://www.inaturalist.org/observations/50084113		https://en.wiktionary.org/wiki/refute
		Rutpela maculata							http://purl.obolibrary.org/obo/RO_0002454	hasHost			Heracleum sphondylium				https://www.inaturalist.org/observations/50897755	refute												https://www.inaturalist.org/observations/50897755		https://en.wiktionary.org/wiki/refute
		Tetrops praeustus							http://purl.obolibrary.org/obo/RO_0002454	hasHost			Salix				https://www.inaturalist.org/observations/50897825	refute												https://www.inaturalist.org/observations/50897825		https://en.wiktionary.org/wiki/refute
		Saperda populnea							http://purl.obolibrary.org/obo/RO_0002454	hasHost			Populus tremula				https://www.inaturalist.org/observations/52279802	refute												https://www.inaturalist.org/observations/52279802		https://en.wiktionary.org/wiki/refute
		Adalia decempunctata							http://purl.obolibrary.org/obo/RO_0002454	hasHost			Populus tremula				https://www.inaturalist.org/observations/52357701	refute												https://www.inaturalist.org/observations/52357701		https://en.wiktionary.org/wiki/refute
		Quercus petraea							http://purl.obolibrary.org/obo/RO_0002454	hasHost			Quercus petraea				https://www.inaturalist.org/observations/52357711	refute												https://www.inaturalist.org/observations/52357711		https://en.wiktionary.org/wiki/refute
		Harmonia axyridis							http://purl.obolibrary.org/obo/RO_0002454	hasHost			Quercus petraea				https://www.inaturalist.org/observations/52357712	refute												https://www.inaturalist.org/observations/52357712		https://en.wiktionary.org/wiki/refute
		Propylaea quatuordecimpunctata							http://purl.obolibrary.org/obo/RO_0002454	hasHost			Populus tremula				https://www.inaturalist.org/observations/52359125	refute												https://www.inaturalist.org/observations/52359125		https://en.wiktionary.org/wiki/refute
		Harmonia axyridis							http://purl.obolibrary.org/obo/RO_0002454	hasHost			Populus tremula				https://www.inaturalist.org/observations/52359126	refute												https://www.inaturalist.org/observations/52359126		https://en.wiktionary.org/wiki/refute
		Calvia quatuordecimguttata							http://purl.obolibrary.org/obo/RO_0002454	hasHost			Populus tremula				https://www.inaturalist.org/observations/52359130	refute												https://www.inaturalist.org/observations/52359130		https://en.wiktionary.org/wiki/refute
		Psyllobora vigintiduopunctata							http://purl.obolibrary.org/obo/RO_0002454	hasHost			Quercus robur				https://www.inaturalist.org/observations/52359156	refute												https://www.inaturalist.org/observations/52359156		https://en.wiktionary.org/wiki/refute
		Propylaea quatuordecimpunctata							http://purl.obolibrary.org/obo/RO_0002454	hasHost			Quercus robur				https://www.inaturalist.org/observations/52359162	refute												https://www.inaturalist.org/observations/52359162		https://en.wiktionary.org/wiki/refute
		Paracorymbia fulva							http://purl.obolibrary.org/obo/RO_0002454	hasHost			Daucus carota				https://www.inaturalist.org/observations/52361157	refute												https://www.inaturalist.org/observations/52361157		https://en.wiktionary.org/wiki/refute
		Harmonia quadripunctata							http://purl.obolibrary.org/obo/RO_0002454	hasHost			Pinus sylvestris				https://www.inaturalist.org/observations/52369421	refute												https://www.inaturalist.org/observations/52369421		https://en.wiktionary.org/wiki/refute
		Phytoecia caerulescens							http://purl.obolibrary.org/obo/RO_0002454	hasHost			Echium vulgare				https://www.inaturalist.org/observations/52372382	refute												https://www.inaturalist.org/observations/52372382		https://en.wiktionary.org/wiki/refute
		Pseudovadonia livida							http://purl.obolibrary.org/obo/RO_0002454	hasHost			Achillea millefolium				https://www.inaturalist.org/observations/52372383	refute												https://www.inaturalist.org/observations/52372383		https://en.wiktionary.org/wiki/refute
		Calamobius filum							http://purl.obolibrary.org/obo/RO_0002454	hasHost			Arrhenatherum elatius				https://www.inaturalist.org/observations/52372410	refute												https://www.inaturalist.org/observations/52372410		https://en.wiktionary.org/wiki/refute
		Propylaea quatuordecimpunctata							http://purl.obolibrary.org/obo/RO_0002454	hasHost			Populus tremula				https://www.inaturalist.org/observations/52374640	refute												https://www.inaturalist.org/observations/52374640		https://en.wiktionary.org/wiki/refute
		Halyzia sedecimguttata							http://purl.obolibrary.org/obo/RO_0002454	hasHost			Populus tremula				https://www.inaturalist.org/observations/52374641	refute												https://www.inaturalist.org/observations/52374641		https://en.wiktionary.org/wiki/refute
		Calvia decemguttata							http://purl.obolibrary.org/obo/RO_0002454	hasHost			Quercus robur				https://www.inaturalist.org/observations/52378021	refute												https://www.inaturalist.org/observations/52378021		https://en.wiktionary.org/wiki/refute
		Calvia decemguttata							http://purl.obolibrary.org/obo/RO_0002454	hasHost			Quercus robur				https://www.inaturalist.org/observations/52382275	refute												https://www.inaturalist.org/observations/52382275		https://en.wiktionary.org/wiki/refute
		Calvia quatuordecimguttata							http://purl.obolibrary.org/obo/RO_0002454	hasHost			Quercus robur				https://www.inaturalist.org/observations/52382276	refute												https://www.inaturalist.org/observations/52382276		https://en.wiktionary.org/wiki/refute
		Phytoecia caerulescens							http://purl.obolibrary.org/obo/RO_0002454	hasHost			Echium vulgare				https://www.inaturalist.org/observations/52387153	refute												https://www.inaturalist.org/observations/52387153		https://en.wiktionary.org/wiki/refute
		Saperda populnea							http://purl.obolibrary.org/obo/RO_0002454	hasHost			Populus tremula				https://www.inaturalist.org/observations/52954433	refute												https://www.inaturalist.org/observations/52954433		https://en.wiktionary.org/wiki/refute
		Propylaea quatuordecimpunctata							http://purl.obolibrary.org/obo/RO_0002454	hasHost			Phragmites australis				https://www.inaturalist.org/observations/53236317	refute												https://www.inaturalist.org/observations/53236317		https://en.wiktionary.org/wiki/refute
		Anisosticta novemdecimpunctata							http://purl.obolibrary.org/obo/RO_0002454	hasHost			Phragmites australis				https://www.inaturalist.org/observations/53236324	refute												https://www.inaturalist.org/observations/53236324		https://en.wiktionary.org/wiki/refute
		Hippodamia variegata							http://purl.obolibrary.org/obo/RO_0002454	hasHost			Phragmites australis				https://www.inaturalist.org/observations/53236329	refute												https://www.inaturalist.org/observations/53236329		https://en.wiktionary.org/wiki/refute
		Coccinella quinquepunctata							http://purl.obolibrary.org/obo/RO_0002454	hasHost			Phragmites australis				https://www.inaturalist.org/observations/53236330	refute												https://www.inaturalist.org/observations/53236330		https://en.wiktionary.org/wiki/refute
		Coccidula							http://purl.obolibrary.org/obo/RO_0002454	hasHost			Phragmites australis				https://www.inaturalist.org/observations/53236333	refute												https://www.inaturalist.org/observations/53236333		https://en.wiktionary.org/wiki/refute
		Coccinella septempunctata							http://purl.obolibrary.org/obo/RO_0002454	hasHost			Phragmites australis				https://www.inaturalist.org/observations/53236334	refute												https://www.inaturalist.org/observations/53236334		https://en.wiktionary.org/wiki/refute
		Adalia decempunctata							http://purl.obolibrary.org/obo/RO_0002454	hasHost			Populus tremula				https://www.inaturalist.org/observations/53239536	refute												https://www.inaturalist.org/observations/53239536		https://en.wiktionary.org/wiki/refute
		Adalia bipunctata							http://purl.obolibrary.org/obo/RO_0002454	hasHost			Populus tremula				https://www.inaturalist.org/observations/53239537	refute												https://www.inaturalist.org/observations/53239537		https://en.wiktionary.org/wiki/refute
		Adalia							http://purl.obolibrary.org/obo/RO_0002454	hasHost			Populus tremula				https://www.inaturalist.org/observations/53239538	refute												https://www.inaturalist.org/observations/53239538		https://en.wiktionary.org/wiki/refute
		Chilocorus renipustulatus							http://purl.obolibrary.org/obo/RO_0002454	hasHost			Rosa				https://www.inaturalist.org/observations/53243387	refute												https://www.inaturalist.org/observations/53243387		https://en.wiktionary.org/wiki/refute
		Calvia decemguttata							http://purl.obolibrary.org/obo/RO_0002454	hasHost			Populus tremula				https://www.inaturalist.org/observations/53243395	refute												https://www.inaturalist.org/observations/53243395		https://en.wiktionary.org/wiki/refute
		Paracorymbia fulva							http://purl.obolibrary.org/obo/RO_0002454	hasHost			Heracleum sphondylium				https://www.inaturalist.org/observations/53246186	refute												https://www.inaturalist.org/observations/53246186		https://en.wiktionary.org/wiki/refute
		Harmonia axyridis							http://purl.obolibrary.org/obo/RO_0002454	hasHost			Salix				https://www.inaturalist.org/observations/53526902	refute												https://www.inaturalist.org/observations/53526902		https://en.wiktionary.org/wiki/refute
		Exochomus quadripustulatus							http://purl.obolibrary.org/obo/RO_0002454	hasHost			Quercus robur				https://www.inaturalist.org/observations/53526938	refute												https://www.inaturalist.org/observations/53526938		https://en.wiktionary.org/wiki/refute
		Adalia decempunctata							http://purl.obolibrary.org/obo/RO_0002454	hasHost			Carpinus betulus				https://www.inaturalist.org/observations/53526955	refute												https://www.inaturalist.org/observations/53526955		https://en.wiktionary.org/wiki/refute
		Calvia quatuordecimguttata							http://purl.obolibrary.org/obo/RO_0002454	hasHost			Carpinus betulus				https://www.inaturalist.org/observations/53527042	refute												https://www.inaturalist.org/observations/53527042		https://en.wiktionary.org/wiki/refute
		Calamobius filum							http://purl.obolibrary.org/obo/RO_0002454	hasHost			Arrhenatherum elatius				https://www.inaturalist.org/observations/53631062	refute												https://www.inaturalist.org/observations/53631062		https://en.wiktionary.org/wiki/refute
		Coccidula							http://purl.obolibrary.org/obo/RO_0002454	hasHost			Typha latifolia				https://www.inaturalist.org/observations/53631105	refute												https://www.inaturalist.org/observations/53631105		https://en.wiktionary.org/wiki/refute
		Paracorymbia fulva							http://purl.obolibrary.org/obo/RO_0002454	hasHost			Heracleum sphondylium				https://www.inaturalist.org/observations/53631107	refute												https://www.inaturalist.org/observations/53631107		https://en.wiktionary.org/wiki/refute
		Paracorymbia fulva							http://purl.obolibrary.org/obo/RO_0002454	hasHost			Achillea millefolium				https://www.inaturalist.org/observations/53631163	refute												https://www.inaturalist.org/observations/53631163		https://en.wiktionary.org/wiki/refute
		Rutpela maculata							http://purl.obolibrary.org/obo/RO_0002454	hasHost			Achillea millefolium				https://www.inaturalist.org/observations/53631171	refute												https://www.inaturalist.org/observations/53631171		https://en.wiktionary.org/wiki/refute
		Forficula auricularia							http://purl.obolibrary.org/obo/RO_0002454	hasHost			Fagus sylvatica				https://www.inaturalist.org/observations/53634589	refute												https://www.inaturalist.org/observations/53634589		https://en.wiktionary.org/wiki/refute
		Adalia decempunctata							http://purl.obolibrary.org/obo/RO_0002454	hasHost			Fagus sylvatica				https://www.inaturalist.org/observations/53634594	refute												https://www.inaturalist.org/observations/53634594		https://en.wiktionary.org/wiki/refute
		Vibidia duodecimguttata							http://purl.obolibrary.org/obo/RO_0002454	hasHost			Corylus avellana				https://www.inaturalist.org/observations/53634617	refute												https://www.inaturalist.org/observations/53634617		https://en.wiktionary.org/wiki/refute
		Aphidecta obliterata							http://purl.obolibrary.org/obo/RO_0002454	hasHost			Picea abies				https://www.inaturalist.org/observations/53634628	refute												https://www.inaturalist.org/observations/53634628		https://en.wiktionary.org/wiki/refute
		Harmonia quadripunctata							http://purl.obolibrary.org/obo/RO_0002454	hasHost			Picea abies				https://www.inaturalist.org/observations/53634633	refute												https://www.inaturalist.org/observations/53634633		https://en.wiktionary.org/wiki/refute
		Harmonia axyridis							http://purl.obolibrary.org/obo/RO_0002454	hasHost			Picea abies				https://www.inaturalist.org/observations/53634634	refute												https://www.inaturalist.org/observations/53634634		https://en.wiktionary.org/wiki/refute
		Exochomus quadripustulatus							http://purl.obolibrary.org/obo/RO_0002454	hasHost			Picea abies				https://www.inaturalist.org/observations/53634642	refute												https://www.inaturalist.org/observations/53634642		https://en.wiktionary.org/wiki/refute
		Psyllobora vigintiduopunctata							http://purl.obolibrary.org/obo/RO_0002454	hasHost			Sisymbrium officinale				https://www.inaturalist.org/observations/53640625	refute												https://www.inaturalist.org/observations/53640625		https://en.wiktionary.org/wiki/refute
		Paracorymbia fulva							http://purl.obolibrary.org/obo/RO_0002454	hasHost			Heracleum sphondylium				https://www.inaturalist.org/observations/53640627	refute												https://www.inaturalist.org/observations/53640627		https://en.wiktionary.org/wiki/refute
		Heracleum sphondylium							http://purl.obolibrary.org/obo/RO_0002454	hasHost			Heracleum sphondylium				https://www.inaturalist.org/observations/53640648	refute												https://www.inaturalist.org/observations/53640648		https://en.wiktionary.org/wiki/refute
		Rutpela maculata							http://purl.obolibrary.org/obo/RO_0002454	hasHost			Heracleum sphondylium				https://www.inaturalist.org/observations/53640692	refute												https://www.inaturalist.org/observations/53640692		https://en.wiktionary.org/wiki/refute
		Saperda populnea							http://purl.obolibrary.org/obo/RO_0002454	hasHost			Populus tremula				https://www.inaturalist.org/observations/54661168	refute												https://www.inaturalist.org/observations/54661168		https://en.wiktionary.org/wiki/refute
		Rhyzobius forestieri							http://purl.obolibrary.org/obo/RO_0002454	hasHost			Quercus robur				https://www.inaturalist.org/observations/54661170	refute												https://www.inaturalist.org/observations/54661170		https://en.wiktionary.org/wiki/refute
		Saperda populnea							http://purl.obolibrary.org/obo/RO_0002454	hasHost			Populus tremula				https://www.inaturalist.org/observations/54661176	refute												https://www.inaturalist.org/observations/54661176		https://en.wiktionary.org/wiki/refute
		Rhyzobius forestieri							http://purl.obolibrary.org/obo/RO_0002454	hasHost			Cornus sanguinea				https://www.inaturalist.org/observations/54770835	refute												https://www.inaturalist.org/observations/54770835		https://en.wiktionary.org/wiki/refute
		Harmonia quadripunctata							http://purl.obolibrary.org/obo/RO_0002454	hasHost			Pinus sylvestris				https://www.inaturalist.org/observations/54858164	refute												https://www.inaturalist.org/observations/54858164		https://en.wiktionary.org/wiki/refute
		Stenurella melanura							http://purl.obolibrary.org/obo/RO_0002454	hasHost			Apiaceae				https://www.inaturalist.org/observations/55902371	refute												https://www.inaturalist.org/observations/55902371		https://en.wiktionary.org/wiki/refute
		Harmonia quadripunctata							http://purl.obolibrary.org/obo/RO_0002454	hasHost			Pinus nigra				https://www.inaturalist.org/observations/56020287	refute												https://www.inaturalist.org/observations/56020287		https://en.wiktionary.org/wiki/refute
		Rhyzobius chrysomeloides							http://purl.obolibrary.org/obo/RO_0002454	hasHost			Pinus nigra				https://www.inaturalist.org/observations/56020289	refute												https://www.inaturalist.org/observations/56020289		https://en.wiktionary.org/wiki/refute
		Myrrha octodecimguttata							http://purl.obolibrary.org/obo/RO_0002454	hasHost			Pinus nigra				https://www.inaturalist.org/observations/56020290	refute												https://www.inaturalist.org/observations/56020290		https://en.wiktionary.org/wiki/refute
		Oenopia conglobata							http://purl.obolibrary.org/obo/RO_0002470	eats			Corylus avellana				https://www.inaturalist.org/observations/56024224	refute												https://www.inaturalist.org/observations/56024224		https://en.wiktionary.org/wiki/refute
		Adalia bipunctata							http://purl.obolibrary.org/obo/RO_0002454	hasHost			Corylus avellana				https://www.inaturalist.org/observations/56024225	refute												https://www.inaturalist.org/observations/56024225		https://en.wiktionary.org/wiki/refute
		Adalia decempunctata							http://purl.obolibrary.org/obo/RO_0002454	hasHost			Corylus avellana				https://www.inaturalist.org/observations/56024226	refute												https://www.inaturalist.org/observations/56024226		https://en.wiktionary.org/wiki/refute
		Vibidia duodecimguttata							http://purl.obolibrary.org/obo/RO_0002470	eats			Corylus avellana				https://www.inaturalist.org/observations/56024227	refute												https://www.inaturalist.org/observations/56024227		https://en.wiktionary.org/wiki/refute
		Coccinella septempunctata							http://purl.obolibrary.org/obo/RO_0002454	hasHost			Cedrus				https://www.inaturalist.org/observations/56031401	refute												https://www.inaturalist.org/observations/56031401		https://en.wiktionary.org/wiki/refute
		Harmonia quadripunctata							http://purl.obolibrary.org/obo/RO_0002454	hasHost			Cedrus				https://www.inaturalist.org/observations/56031402	refute												https://www.inaturalist.org/observations/56031402		https://en.wiktionary.org/wiki/refute
		Harmonia quadripunctata							http://purl.obolibrary.org/obo/RO_0002454	hasHost			Cedrus				https://www.inaturalist.org/observations/56031403	refute												https://www.inaturalist.org/observations/56031403		https://en.wiktionary.org/wiki/refute
		Harmonia quadripunctata							http://purl.obolibrary.org/obo/RO_0002454	hasHost			Cedrus				https://www.inaturalist.org/observations/56031404	refute												https://www.inaturalist.org/observations/56031404		https://en.wiktionary.org/wiki/refute
		Rutpela maculata							http://purl.obolibrary.org/obo/RO_0002454	hasHost			Salix				https://www.inaturalist.org/observations/56681707	refute												https://www.inaturalist.org/observations/56681707		https://en.wiktionary.org/wiki/refute
		Populus tremula							http://purl.obolibrary.org/obo/RO_0002454	hasHost			Populus tremula				https://www.inaturalist.org/observations/56681716	refute												https://www.inaturalist.org/observations/56681716		https://en.wiktionary.org/wiki/refute
		Rutpela maculata							http://purl.obolibrary.org/obo/RO_0002454	hasHost			Leucanthemum vulgare				https://www.inaturalist.org/observations/56684664	refute												https://www.inaturalist.org/observations/56684664		https://en.wiktionary.org/wiki/refute
		Paracorymbia maculicornis							http://purl.obolibrary.org/obo/RO_0002454	hasHost			Rosa				https://www.inaturalist.org/observations/56721071	refute												https://www.inaturalist.org/observations/56721071		https://en.wiktionary.org/wiki/refute
		Stenurella bifasciata							http://purl.obolibrary.org/obo/RO_0002454	hasHost			Leucanthemum vulgare				https://www.inaturalist.org/observations/57326996	refute												https://www.inaturalist.org/observations/57326996		https://en.wiktionary.org/wiki/refute
		Stenurella melanura							http://purl.obolibrary.org/obo/RO_0002454	hasHost			Leucanthemum vulgare				https://www.inaturalist.org/observations/57326997	refute												https://www.inaturalist.org/observations/57326997		https://en.wiktionary.org/wiki/refute
		Chilocorus bipustulatus							http://purl.obolibrary.org/obo/RO_0002454	hasHost			Juniperus communis				https://www.inaturalist.org/observations/57326999	refute												https://www.inaturalist.org/observations/57326999		https://en.wiktionary.org/wiki/refute
		Exochomus quadripustulatus							http://purl.obolibrary.org/obo/RO_0002454	hasHost			Juniperus communis				https://www.inaturalist.org/observations/57327002	refute												https://www.inaturalist.org/observations/57327002		https://en.wiktionary.org/wiki/refute
		Paracorymbia maculicornis							http://purl.obolibrary.org/obo/RO_0002454	hasHost			Rosa				https://www.inaturalist.org/observations/57327006	refute												https://www.inaturalist.org/observations/57327006		https://en.wiktionary.org/wiki/refute
		Paracorymbia maculicornis							http://purl.obolibrary.org/obo/RO_0002454	hasHost			Leucanthemum vulgare				https://www.inaturalist.org/observations/57327033	refute												https://www.inaturalist.org/observations/57327033		https://en.wiktionary.org/wiki/refute
		Oedemera flavipes							http://purl.obolibrary.org/obo/RO_0002454	hasHost			Leucanthemum vulgare				https://www.inaturalist.org/observations/57327038	refute												https://www.inaturalist.org/observations/57327038		https://en.wiktionary.org/wiki/refute
		Parexochomus nigromaculatus							http://purl.obolibrary.org/obo/RO_0002454	hasHost			Calluna vulgaris				https://www.inaturalist.org/observations/57335730	refute												https://www.inaturalist.org/observations/57335730		https://en.wiktionary.org/wiki/refute
		Coccinella hieroglyphica							http://purl.obolibrary.org/obo/RO_0002454	hasHost			Calluna vulgaris				https://www.inaturalist.org/observations/57335731	refute												https://www.inaturalist.org/observations/57335731		https://en.wiktionary.org/wiki/refute
		Oenopia conglobata							http://purl.obolibrary.org/obo/RO_0002454	hasHost			Populus tremula				https://www.inaturalist.org/observations/57534008	refute												https://www.inaturalist.org/observations/57534008		https://en.wiktionary.org/wiki/refute
		Vibidia duodecimguttata							http://purl.obolibrary.org/obo/RO_0002454	hasHost			Cornus sanguinea				https://www.inaturalist.org/observations/57535144	refute												https://www.inaturalist.org/observations/57535144		https://en.wiktionary.org/wiki/refute
		Adalia decempunctata							http://purl.obolibrary.org/obo/RO_0002454	hasHost			Cornus sanguinea				https://www.inaturalist.org/observations/57535146	refute												https://www.inaturalist.org/observations/57535146		https://en.wiktionary.org/wiki/refute
		Coccidula scutellata							http://purl.obolibrary.org/obo/RO_0002454	hasHost			Phragmites australis				https://www.inaturalist.org/observations/57535149	refute												https://www.inaturalist.org/observations/57535149		https://en.wiktionary.org/wiki/refute
		Harmonia axyridis							http://purl.obolibrary.org/obo/RO_0002454	hasHost			Quercus petraea				https://www.inaturalist.org/observations/57539171	refute												https://www.inaturalist.org/observations/57539171		https://en.wiktionary.org/wiki/refute
		Coccinella septempunctata							http://purl.obolibrary.org/obo/RO_0002454	hasHost			Quercus robur				https://www.inaturalist.org/observations/57913750	refute												https://www.inaturalist.org/observations/57913750		https://en.wiktionary.org/wiki/refute
		Exochomus quadripustulatus							http://purl.obolibrary.org/obo/RO_0002454	hasHost			Quercus robur				https://www.inaturalist.org/observations/57913752	refute												https://www.inaturalist.org/observations/57913752		https://en.wiktionary.org/wiki/refute
		Harmonia axyridis							http://purl.obolibrary.org/obo/RO_0002454	hasHost			Quercus robur				https://www.inaturalist.org/observations/57913756	refute												https://www.inaturalist.org/observations/57913756		https://en.wiktionary.org/wiki/refute
		Calvia decemguttata							http://purl.obolibrary.org/obo/RO_0002454	hasHost			Salix				https://www.inaturalist.org/observations/57915070	refute												https://www.inaturalist.org/observations/57915070		https://en.wiktionary.org/wiki/refute
		Calvia decemguttata							http://purl.obolibrary.org/obo/RO_0002454	hasHost			Betula pendula				https://www.inaturalist.org/observations/57915072	refute												https://www.inaturalist.org/observations/57915072		https://en.wiktionary.org/wiki/refute
		Exochomus quadripustulatus							http://purl.obolibrary.org/obo/RO_0002454	hasHost			Quercus robur				https://www.inaturalist.org/observations/57915084	refute												https://www.inaturalist.org/observations/57915084		https://en.wiktionary.org/wiki/refute
		Calvia decemguttata							http://purl.obolibrary.org/obo/RO_0002454	hasHost			Carpinus betulus				https://www.inaturalist.org/observations/57915095	refute												https://www.inaturalist.org/observations/57915095		https://en.wiktionary.org/wiki/refute
		Coccinella septempunctata							http://purl.obolibrary.org/obo/RO_0002454	hasHost			Quercus robur				https://www.inaturalist.org/observations/57917954	refute												https://www.inaturalist.org/observations/57917954		https://en.wiktionary.org/wiki/refute
		Calvia quatuordecimguttata							http://purl.obolibrary.org/obo/RO_0002454	hasHost			Pinus sylvestris				https://www.inaturalist.org/observations/57917961	refute												https://www.inaturalist.org/observations/57917961		https://en.wiktionary.org/wiki/refute
		Harmonia quadripunctata							http://purl.obolibrary.org/obo/RO_0002454	hasHost			Pinus nigra				https://www.inaturalist.org/observations/57917973	refute												https://www.inaturalist.org/observations/57917973		https://en.wiktionary.org/wiki/refute
		Harmonia axyridis							http://purl.obolibrary.org/obo/RO_0002454	hasHost			Pinus nigra				https://www.inaturalist.org/observations/57917974	refute												https://www.inaturalist.org/observations/57917974		https://en.wiktionary.org/wiki/refute
		Myrrha octodecimguttata							http://purl.obolibrary.org/obo/RO_0002454	hasHost			Pinus nigra				https://www.inaturalist.org/observations/57917978	refute												https://www.inaturalist.org/observations/57917978		https://en.wiktionary.org/wiki/refute
		Exochomus quadripustulatus							http://purl.obolibrary.org/obo/RO_0002454	hasHost			Pinus nigra				https://www.inaturalist.org/observations/57917980	refute												https://www.inaturalist.org/observations/57917980		https://en.wiktionary.org/wiki/refute
		Calvia quatuordecimguttata							http://purl.obolibrary.org/obo/RO_0002454	hasHost			Crataegus monogyna				https://www.inaturalist.org/observations/58014734	refute												https://www.inaturalist.org/observations/58014734		https://en.wiktionary.org/wiki/refute
		Psyllobora vigintiduopunctata							http://purl.obolibrary.org/obo/RO_0002454	hasHost			Quercus robur				https://www.inaturalist.org/observations/58016311	refute												https://www.inaturalist.org/observations/58016311		https://en.wiktionary.org/wiki/refute
		Vibidia duodecimguttata							http://purl.obolibrary.org/obo/RO_0002454	hasHost			Quercus robur				https://www.inaturalist.org/observations/58016312	refute												https://www.inaturalist.org/observations/58016312		https://en.wiktionary.org/wiki/refute
		Melitta nigricans							http://purl.obolibrary.org/obo/RO_0002454	hasHost			Lythrum salicaria				https://www.inaturalist.org/observations/58494902	refute												https://www.inaturalist.org/observations/58494902		https://en.wiktionary.org/wiki/refute
		Melitta nigricans							http://purl.obolibrary.org/obo/RO_0002454	hasHost			Lythrum salicaria				https://www.inaturalist.org/observations/58494903	refute												https://www.inaturalist.org/observations/58494903		https://en.wiktionary.org/wiki/refute
		Exochomus quadripustulatus							http://purl.obolibrary.org/obo/RO_0002454	hasHost			Fagus sylvatica				https://www.inaturalist.org/observations/58494907	refute												https://www.inaturalist.org/observations/58494907		https://en.wiktionary.org/wiki/refute
		Exochomus quadripustulatus							http://purl.obolibrary.org/obo/RO_0002454	hasHost			Acer				https://www.inaturalist.org/observations/58496159	refute												https://www.inaturalist.org/observations/58496159		https://en.wiktionary.org/wiki/refute
		Exochomus quadripustulatus							http://purl.obolibrary.org/obo/RO_0002454	hasHost			Quercus robur				https://www.inaturalist.org/observations/58496160	refute												https://www.inaturalist.org/observations/58496160		https://en.wiktionary.org/wiki/refute
		Exochomus quadripustulatus							http://purl.obolibrary.org/obo/RO_0002454	hasHost			Salix				https://www.inaturalist.org/observations/58496162	refute												https://www.inaturalist.org/observations/58496162		https://en.wiktionary.org/wiki/refute
